error,label
"* What went wrong:
Execution failed for task ':compileJava'.
> Could not target platform: 'Java SE 11' using tool chain: 'JDK 8 (1.8)'.",11.0
"* What went wrong:
A problem occurred configuring root project 'JavaTypescriptWebapp'.
> Could not resolve all dependencies for configuration ':classpath'.
   > Could not find de.richsource.gradle.plugins:typescript-gradle-plugin:1.8.0.
     Searched in the following locations:
         file:/home/tako/mingu/gradle-project/star50-101-200/typescript-gradle-plugin/repo/de/richsource/gradle/plugins/typescript-gradle-plugin/1.8.0/typescript-gradle-plugin-1.8.0.pom
         file:/home/tako/mingu/gradle-project/star50-101-200/typescript-gradle-plugin/repo/de/richsource/gradle/plugins/typescript-gradle-plugin/1.8.0/typescript-gradle-plugin-1.8.0.jar
     Required by:
         :JavaTypescriptWebapp:unspecified",5.0
"* What went wrong:
Execution failed for task ':typescript-gradle-plugin:test'.
> There were failing tests. See the report at: file:///home/tako/mingu/gradle-project/star50-101-200/typescript-gradle-plugin/typescript-gradle-plugin/build/reports/tests/index.html",0.0
"* What went wrong:
A problem occurred configuring root project 'Volley'.
> Could not resolve all dependencies for configuration ':classpath'.
   > Could not resolve com.android.tools.build:gradle:0.9.+.
     Required by:
         :Volley:unspecified
      > Failed to list versions for com.android.tools.build:gradle.
         > Could not list versions using M2 pattern 'http://repo1.maven.org/maven2/[organisation]/[module]/[revision]/[artifact]-[revision](-[classifier]).[ext]'.
            > Could not GET 'http://repo1.maven.org/maven2/com/android/tools/build/gradle/'. Received status code 501 from server: HTTPS Required
   > Could not resolve com.github.dcendents:android-maven-plugin:1.0.
     Required by:
         :Volley:unspecified
      > Could not GET 'http://repo1.maven.org/maven2/com/github/dcendents/android-maven-plugin/1.0/android-maven-plugin-1.0.pom'. Received status code 501 from server: HTTPS Required",1.0
"* What went wrong:
A problem was found with the configuration of task ':sample:startScripts'.
> No value has been specified for property 'mainClassName'.",12.0
"* What went wrong:
Execution failed for task ':compileTestGroovy'.
> BUG! exception in phase 'semantic analysis' in source unit '/home/tako/mingu/gradle-project/star50-101-200/gradlestudy/geb-geb-example/src/test/groovy/GoogleHomePage.groovy' null",0.0
"* What went wrong:
Could not resolve all dependencies for configuration ':gaeSdk'.
> Could not resolve group:com.google.appengine, module:appengine-java-sdk, version:1.7.3.
  Required by:
      :gradle-gae-test:unspecified
   > Could not GET 'http://repo1.maven.org/maven2/com/google/appengine/appengine-java-sdk/1.7.3/appengine-java-sdk-1.7.3.pom'. Received status code 501 from server: HTTPS Required",1.0
2,0.0
"* What went wrong:
A problem occurred evaluating root project 'msgpack'.
> Could not resolve all dependencies for configuration ':compile'.
   > Could not resolve group:org.codehaus.groovy, module:groovy-all, version:1.8.5.
     Required by:
         :msgpack:unspecified
      > Could not GET 'http://repo1.maven.org/maven2/org/codehaus/groovy/groovy-all/1.8.5/groovy-all-1.8.5.pom'. Received status code 501 from server: HTTPS Required
   > Could not resolve group:commons-cli, module:commons-cli, version:1.2.
     Required by:
         :msgpack:unspecified
      > Could not GET 'http://repo1.maven.org/maven2/commons-cli/commons-cli/1.2/commons-cli-1.2.pom'. Received status code 501 from server: HTTPS Required
   > Could not resolve group:org.msgpack, module:msgpack, version:0.6.4.
     Required by:
         :msgpack:unspecified
      > Could not HEAD 'http://repo1.maven.org/maven2/org/msgpack/msgpack/0.6.4/msgpack-0.6.4.pom'. Received status code 501 from server: HTTPS Required
   > Could not resolve group:com.googlecode.json-simple, module:json-simple, version:1.1.
     Required by:
         :msgpack:unspecified
      > Could not HEAD 'http://repo1.maven.org/maven2/com/googlecode/json-simple/json-simple/1.1/json-simple-1.1.pom'. Received status code 501 from server: HTTPS Required
   > Could not resolve group:org.slf4j, module:slf4j-api, version:1.6.1.
     Required by:
         :msgpack:unspecified
      > Could not GET 'http://repo1.maven.org/maven2/org/slf4j/slf4j-api/1.6.1/slf4j-api-1.6.1.pom'. Received status code 501 from server: HTTPS Required
   > Could not resolve group:org.slf4j, module:slf4j-log4j12, version:1.6.1.
     Required by:
         :msgpack:unspecified
      > Could not GET 'http://repo1.maven.org/maven2/org/slf4j/slf4j-log4j12/1.6.1/slf4j-log4j12-1.6.1.pom'. Received status code 501 from server: HTTPS Required
   > Could not resolve group:org.javassist, module:javassist, version:3.15.0-GA.
     Required by:
         :msgpack:unspecified
      > Could not HEAD 'http://repo1.maven.org/maven2/org/javassist/javassist/3.15.0-GA/javassist-3.15.0-GA.pom'. Received status code 501 from server: HTTPS Required",1.0
"* What went wrong:
A problem occurred evaluating root project 'scalaconsole'.
> Could not resolve all dependencies for configuration ':runtime'.
   > Could not find group:org.scalaconsole, module:ScalaConsole, version:2.9.2-1.5.RC4Special.
     Required by:
         :scalaconsole:",0.0
"* What went wrong:
Execution failed for task ':test'.
> There were failing tests. See the report at: file:///home/tako/mingu/gradle-project/star50-101-200/gradle-test-kit/build/reports/tests/index.html",0.0
"* What went wrong:
Execution failed for task ':gaeFunctionalTest'.
> There were failing tests. See the report at: file:///home/tako/mingu/gradle-project/star50-101-200/gradlestudy/gradle-gae-test/build/reports/tests/index.html",0.0
"Exception in thread ""main"" java.io.IOException: Server returned HTTP response code: 403 for URL: http://services.gradle.org/distributions/gradle-1.1-bin.zip
        at sun.net.www.protocol.http.HttpURLConnection.getInputStream0(HttpURLConnection.java:1900)
        at sun.net.www.protocol.http.HttpURLConnection.getInputStream(HttpURLConnection.java:1498)
        at org.gradle.wrapper.Download.downloadInternal(Download.java:61)
        at org.gradle.wrapper.Download.download(Download.java:49)
        at org.gradle.wrapper.Install.createDist(Install.java:51)
        at org.gradle.wrapper.WrapperExecutor.execute(WrapperExecutor.java:129)
        at org.gradle.wrapper.GradleWrapperMain.main(GradleWrapperMain.java:47)",3.0
"Exception in thread ""main"" java.io.IOException: Server returned HTTP response code: 403 for URL: http://services.gradle.org/distributions/gradle-1.4-bin.zip
        at sun.net.www.protocol.http.HttpURLConnection.getInputStream0(HttpURLConnection.java:1900)
        at sun.net.www.protocol.http.HttpURLConnection.getInputStream(HttpURLConnection.java:1498)
        at org.gradle.wrapper.Download.downloadInternal(Download.java:63)
        at org.gradle.wrapper.Download.download(Download.java:49)
        at org.gradle.wrapper.Install.createDist(Install.java:51)
        at org.gradle.wrapper.WrapperExecutor.execute(WrapperExecutor.java:129)
        at org.gradle.wrapper.GradleWrapperMain.main(GradleWrapperMain.java:48)",3.0
Error: Could not find or load main class org.gradle.wrapper.GradleWrapperMain,7.0
Error: Could not find or load main class org.gradle.wrapper.GradleWrapperMain,7.0
Error: Could not find or load main class org.gradle.wrapper.GradleWrapperMain,7.0
Error: Could not find or load main class org.gradle.wrapper.GradleWrapperMain,7.0
"* What went wrong:
Execution failed for task ':compileJava'.
> Compilation failed; see the compiler error output for details.",9.0
"* What went wrong:
Execution failed for task ':compileJava'.
> Compilation failed; see the compiler error output for details.",9.0
Error: Could not find or load main class org.gradle.wrapper.GradleWrapperMain,7.0
"Exception in thread ""main"" java.lang.RuntimeException: java.io.IOException: Server returned HTTP response code: 403 for URL: http://services.gradle.org/distributions/gradle-1.6-bin.zip
        at org.gradle.wrapper.ExclusiveFileAccessManager.access(ExclusiveFileAccessManager.java:78)
        at org.gradle.wrapper.Install.createDist(Install.java:47)
        at org.gradle.wrapper.WrapperExecutor.execute(WrapperExecutor.java:129)
        at org.gradle.wrapper.GradleWrapperMain.main(GradleWrapperMain.java:61)
Caused by: java.io.IOException: Server returned HTTP response code: 403 for URL: http://services.gradle.org/distributions/gradle-1.6-bin.zip
        at sun.net.www.protocol.http.HttpURLConnection.getInputStream0(HttpURLConnection.java:1900)
        at sun.net.www.protocol.http.HttpURLConnection.getInputStream(HttpURLConnection.java:1498)
        at org.gradle.wrapper.Download.downloadInternal(Download.java:59)
        at org.gradle.wrapper.Download.download(Download.java:45)
        at org.gradle.wrapper.Install$1.call(Install.java:60)
        at org.gradle.wrapper.Install$1.call(Install.java:47)
        at org.gradle.wrapper.ExclusiveFileAccessManager.access(ExclusiveFileAccessManager.java:65)
        ... 3 more",3.0
"Exception in thread ""main"" java.lang.RuntimeException: java.io.IOException: Server returned HTTP response code: 403 for URL: http://services.gradle.org/distributions/gradle-1.7-bin.zip
        at org.gradle.wrapper.ExclusiveFileAccessManager.access(ExclusiveFileAccessManager.java:78)
        at org.gradle.wrapper.Install.createDist(Install.java:47)
        at org.gradle.wrapper.WrapperExecutor.execute(WrapperExecutor.java:129)
        at org.gradle.wrapper.GradleWrapperMain.main(GradleWrapperMain.java:61)
Caused by: java.io.IOException: Server returned HTTP response code: 403 for URL: http://services.gradle.org/distributions/gradle-1.7-bin.zip
        at sun.net.www.protocol.http.HttpURLConnection.getInputStream0(HttpURLConnection.java:1900)
        at sun.net.www.protocol.http.HttpURLConnection.getInputStream(HttpURLConnection.java:1498)
        at org.gradle.wrapper.Download.downloadInternal(Download.java:59)
        at org.gradle.wrapper.Download.download(Download.java:45)
        at org.gradle.wrapper.Install$1.call(Install.java:60)
        at org.gradle.wrapper.Install$1.call(Install.java:47)
        at org.gradle.wrapper.ExclusiveFileAccessManager.access(ExclusiveFileAccessManager.java:65)
        ... 3 more",3.0
"Exception in thread ""main"" java.lang.RuntimeException: java.io.IOException: Server returned HTTP response code: 403 for URL: http://services.gradle.org/distributions/gradle-1.7-bin.zip
        at org.gradle.wrapper.ExclusiveFileAccessManager.access(ExclusiveFileAccessManager.java:78)
        at org.gradle.wrapper.Install.createDist(Install.java:47)
        at org.gradle.wrapper.WrapperExecutor.execute(WrapperExecutor.java:129)
        at org.gradle.wrapper.GradleWrapperMain.main(GradleWrapperMain.java:61)
Caused by: java.io.IOException: Server returned HTTP response code: 403 for URL: http://services.gradle.org/distributions/gradle-1.7-bin.zip
        at sun.net.www.protocol.http.HttpURLConnection.getInputStream0(HttpURLConnection.java:1900)
        at sun.net.www.protocol.http.HttpURLConnection.getInputStream(HttpURLConnection.java:1498)
        at org.gradle.wrapper.Download.downloadInternal(Download.java:59)
        at org.gradle.wrapper.Download.download(Download.java:45)
        at org.gradle.wrapper.Install$1.call(Install.java:60)
        at org.gradle.wrapper.Install$1.call(Install.java:47)
        at org.gradle.wrapper.ExclusiveFileAccessManager.access(ExclusiveFileAccessManager.java:65)
        ... 3 more",3.0
"Exception in thread ""main"" java.lang.RuntimeException: java.io.IOException: Server returned HTTP response code: 403 for URL: http://services.gradle.org/distributions/gradle-1.7-bin.zip
        at org.gradle.wrapper.ExclusiveFileAccessManager.access(ExclusiveFileAccessManager.java:78)
        at org.gradle.wrapper.Install.createDist(Install.java:47)
        at org.gradle.wrapper.WrapperExecutor.execute(WrapperExecutor.java:129)
        at org.gradle.wrapper.GradleWrapperMain.main(GradleWrapperMain.java:61)
Caused by: java.io.IOException: Server returned HTTP response code: 403 for URL: http://services.gradle.org/distributions/gradle-1.7-bin.zip
        at sun.net.www.protocol.http.HttpURLConnection.getInputStream0(HttpURLConnection.java:1900)
        at sun.net.www.protocol.http.HttpURLConnection.getInputStream(HttpURLConnection.java:1498)
        at org.gradle.wrapper.Download.downloadInternal(Download.java:59)
        at org.gradle.wrapper.Download.download(Download.java:45)
        at org.gradle.wrapper.Install$1.call(Install.java:60)
        at org.gradle.wrapper.Install$1.call(Install.java:47)
        at org.gradle.wrapper.ExclusiveFileAccessManager.access(ExclusiveFileAccessManager.java:65)
        ... 3 more",3.0
"Exception in thread ""main"" java.lang.RuntimeException: java.io.IOException: Server returned HTTP response code: 403 for URL: http://services.gradle.org/distributions/gradle-1.7-bin.zip
        at org.gradle.wrapper.ExclusiveFileAccessManager.access(ExclusiveFileAccessManager.java:78)
        at org.gradle.wrapper.Install.createDist(Install.java:47)
        at org.gradle.wrapper.WrapperExecutor.execute(WrapperExecutor.java:129)
        at org.gradle.wrapper.GradleWrapperMain.main(GradleWrapperMain.java:61)
Caused by: java.io.IOException: Server returned HTTP response code: 403 for URL: http://services.gradle.org/distributions/gradle-1.7-bin.zip
        at sun.net.www.protocol.http.HttpURLConnection.getInputStream0(HttpURLConnection.java:1900)
        at sun.net.www.protocol.http.HttpURLConnection.getInputStream(HttpURLConnection.java:1498)
        at org.gradle.wrapper.Download.downloadInternal(Download.java:59)
        at org.gradle.wrapper.Download.download(Download.java:45)
        at org.gradle.wrapper.Install$1.call(Install.java:60)
        at org.gradle.wrapper.Install$1.call(Install.java:47)
        at org.gradle.wrapper.ExclusiveFileAccessManager.access(ExclusiveFileAccessManager.java:65)
        ... 3 more",3.0
"Exception in thread ""main"" java.lang.RuntimeException: java.io.IOException: Server returned HTTP response code: 403 for URL: http://services.gradle.org/distributions/gradle-1.7-bin.zip
        at org.gradle.wrapper.ExclusiveFileAccessManager.access(ExclusiveFileAccessManager.java:78)
        at org.gradle.wrapper.Install.createDist(Install.java:47)
        at org.gradle.wrapper.WrapperExecutor.execute(WrapperExecutor.java:129)
        at org.gradle.wrapper.GradleWrapperMain.main(GradleWrapperMain.java:61)
Caused by: java.io.IOException: Server returned HTTP response code: 403 for URL: http://services.gradle.org/distributions/gradle-1.7-bin.zip
        at sun.net.www.protocol.http.HttpURLConnection.getInputStream0(HttpURLConnection.java:1900)
        at sun.net.www.protocol.http.HttpURLConnection.getInputStream(HttpURLConnection.java:1498)
        at org.gradle.wrapper.Download.downloadInternal(Download.java:59)
        at org.gradle.wrapper.Download.download(Download.java:45)
        at org.gradle.wrapper.Install$1.call(Install.java:60)
        at org.gradle.wrapper.Install$1.call(Install.java:47)
        at org.gradle.wrapper.ExclusiveFileAccessManager.access(ExclusiveFileAccessManager.java:65)
        ... 3 more",3.0
"Exception in thread ""main"" java.lang.RuntimeException: java.io.IOException: Server returned HTTP response code: 403 for URL: http://services.gradle.org/distributions/gradle-1.7-bin.zip
        at org.gradle.wrapper.ExclusiveFileAccessManager.access(ExclusiveFileAccessManager.java:78)
        at org.gradle.wrapper.Install.createDist(Install.java:47)
        at org.gradle.wrapper.WrapperExecutor.execute(WrapperExecutor.java:129)
        at org.gradle.wrapper.GradleWrapperMain.main(GradleWrapperMain.java:61)
Caused by: java.io.IOException: Server returned HTTP response code: 403 for URL: http://services.gradle.org/distributions/gradle-1.7-bin.zip
        at sun.net.www.protocol.http.HttpURLConnection.getInputStream0(HttpURLConnection.java:1900)
        at sun.net.www.protocol.http.HttpURLConnection.getInputStream(HttpURLConnection.java:1498)
        at org.gradle.wrapper.Download.downloadInternal(Download.java:59)
        at org.gradle.wrapper.Download.download(Download.java:45)
        at org.gradle.wrapper.Install$1.call(Install.java:60)
        at org.gradle.wrapper.Install$1.call(Install.java:47)
        at org.gradle.wrapper.ExclusiveFileAccessManager.access(ExclusiveFileAccessManager.java:65)
        ... 3 more",3.0
"Set executable permissions for: /home/tako/.gradle/wrapper/dists/gradle-4.4-all/9br9xq1tocpiv8o6njlyu5op1/gradle-4.4/bin/gradle
Starting a Gradle Daemon (subsequent builds will be faster)

FAILURE: Build failed with an exception.

* What went wrong:
Could not create service of type ScriptPluginFactory using BuildScopeServices.createScriptPluginFactory().
> Could not create service of type FileHasher using BuildSessionScopeServices.createFileSnapshotter().",10.0
"* What went wrong:
Could not create service of type ScriptPluginFactory using BuildScopeServices.createScriptPluginFactory().
> Could not create service of type FileHasher using BuildSessionScopeServices.createFileSnapshotter().",10.0
"* What went wrong:
Execution failed for task ':cucumber'.
> Process 'command '/usr/lib/jvm/java-8-openjdk-amd64/bin/java'' finished with non-zero exit value 1",2.0
"* What went wrong:
Execution failed for task ':validatePlugins'.
> Plugin validation failed. See https://docs.gradle.org/6.5/userguide/more_about_tasks.html#sec:task_input_output_annotations for more information on how to annotate task properties.
   > Warning: Type 'ModernizerTask': property 'extension' is private and annotated with @Internal.
   > Warning: Type 'ModernizerTask': property 'javaVersion' is private and annotated with @Internal.

* Try:
Run with --stacktrace option to get the stack trace. Run with --info or --debug option to get more log output. Run with --scan to get full insights.",2.0
"* Where:
Build file '/home/tako/mingu/gradle-project/star50-201-300/gradle-modules-plugin-example/build.gradle' line: 14

* What went wrong:
A problem occurred evaluating root project 'moduleplugintests'.
> java.lang.UnsupportedClassVersionError: org/javamodularity/moduleplugin/ModuleSystemPlugin has been compiled by a more recent version of the Java Runtime (class file version 55.0), this version of the Java Runtime only recognizes class file versions up to 52.0",11.0
"* What went wrong:
Execution failed for task ':compileGroovy'.
> Couldn't delete stale output file",10.0
"* What went wrong:
A problem occurred configuring root project 'gradle-native'.
> Could not resolve all artifacts for configuration ':classpath'.
   > Could not resolve dev.nokee.docs:docs-gradle-plugins:latest.release.
     Required by:
         project :
      > Failed to list versions for dev.nokee.docs:docs-gradle-plugins.
         > Unable to load Maven meta-data from https://maven.pkg.github.com/nokeedev/docs-gradle-plugins/dev/nokee/docs/docs-gradle-plugins/maven-metadata.xml.
            > Could not get resource 'https://maven.pkg.github.com/nokeedev/docs-gradle-plugins/dev/nokee/docs/docs-gradle-plugins/maven-metadata.xml'.
               > Username must not be null!",6.0
"* What went wrong:
A problem occurred evaluating root project 'plugin'.
> /home/tako/mingu/gradle-project/star50-201-300/GradlePlugin/local.properties (No such file or directory)",4.0
Error: Could not find or load main class org.gradle.wrapper.GradleWrapperMain,7.0
"* What went wrong:
Execution failed for task ':compileJava'.
> Could not copy file '/home/tako/mingu/gradle-project/star50-201-300/gradle-plugins/scd4j/src/main/groovy/com/datamaio/scd4j/gradle/Scd4jPlugin.groovy' to '/home/tako/mingu/gradle-project/star50-201-300/gradle-plugins/scd4j/build/tmp/bkpFolder/Scd4jPlugin.groovy'.",10.0
Error: Could not find or load main class org.gradle.wrapper.GradleWrapperMain,7.0
"* What went wrong:
A problem occurred configuring project ':javassist-plugin'.
> Could not resolve all dependencies for configuration ':javassist-plugin:classpath'.
   > Could not resolve org.kt3k.gradle.plugin:coveralls-gradle-plugin:2.0.0.
     Required by:
         javassist-gradle-plugin:javassist-plugin:unspecified
      > Could not GET 'http://repo1.maven.org/maven2/org/kt3k/gradle/plugin/coveralls-gradle-plugin/2.0.0/coveralls-gradle-plugin-2.0.0.pom'. Received status code 501 from server: HTTPS Required",1.0
Error: Could not find or load main class org.gradle.wrapper.GradleWrapperMain,7.0
"* What went wrong:
A problem occurred evaluating script.
> You must use -PcrossCompile to enable cross compilation, or run Gradle with JDK 9",11.0
"Exception in thread ""main"" java.lang.RuntimeException: java.io.IOException: Server returned HTTP response code: 403 for URL: http://services.gradle.org/distributions/gradle-1.10-bin.zip
        at org.gradle.wrapper.ExclusiveFileAccessManager.access(ExclusiveFileAccessManager.java:78)
        at org.gradle.wrapper.Install.createDist(Install.java:44)
        at org.gradle.wrapper.WrapperExecutor.execute(WrapperExecutor.java:126)
        at org.gradle.wrapper.GradleWrapperMain.main(GradleWrapperMain.java:58)
Caused by: java.io.IOException: Server returned HTTP response code: 403 for URL: http://services.gradle.org/distributions/gradle-1.10-bin.zip
        at sun.net.www.protocol.http.HttpURLConnection.getInputStream0(HttpURLConnection.java:1900)
        at sun.net.www.protocol.http.HttpURLConnection.getInputStream(HttpURLConnection.java:1498)
        at org.gradle.wrapper.Download.downloadInternal(Download.java:56)
        at org.gradle.wrapper.Download.download(Download.java:42)
        at org.gradle.wrapper.Install$1.call(Install.java:57)
        at org.gradle.wrapper.Install$1.call(Install.java:44)
        at org.gradle.wrapper.ExclusiveFileAccessManager.access(ExclusiveFileAccessManager.java:65)
        ... 3 more",3.0
"* Where:
Build file '/home/tako/mingu/gradle-project/star50-201-300/Springboot-Mybatis-Gradle/build.gradle' line: 21

* What went wrong:
A problem occurred evaluating root project 'Springboot-Mybatis-Gradle'.
> Could not get unknown property 'jcenter' for repository container of type org.gradle.api.internal.artifacts.dsl.DefaultRepositoryHandler.",0.0
"* What went wrong:
Could not update time stamp for /home/tako/mingu/gradle-project/star50-201-300/testing-java-junit5-gradle/.gradle/4.10.2/gc.properties",10.0
"* What went wrong:
Execution failed for task ':test'.
> Unable to delete file: /home/tako/mingu/gradle-project/star50-201-300/testng-selenium-gradle-example/build/test-results/test/binary/output.bin",10.0
Task 'build' not found in root project 'violation-comments-to-github-gradle-plugin-example'.,2.0
"* What went wrong:
Could not resolve all dependencies for configuration ':week1:testCompile'.
> Could not resolve group:junit, module:junit, version:4.10.
  Required by:
      algs4partI:week1:unspecified
   > Could not GET 'http://repo1.maven.org/maven2/junit/junit/4.10/junit-4.10.pom'. Received status code 501 from server: HTTPS Required",1.0
"* What went wrong:
A problem occurred evaluating root project 'blog-example'.
> Could not resolve all dependencies for configuration ':bootstrap'.
   > Could not resolve com.efsavage.twitter.bootstrap:bootstrap-maven:2.1.1.
     Required by:
         :blog-example:unspecified
      > Could not GET 'http://repo1.maven.org/maven2/com/efsavage/twitter/bootstrap/bootstrap-maven/2.1.1/bootstrap-maven-2.1.1.pom'. Received status code 501 from server: HTTPS Required",1.0
"* Where:
Build file '/home/tako/mingu/gradle-project/star50-201-300/CopyGradleInAction/chapter09-ant_maven迁移/listing_09_13-todo-build-comparison/repository/build.gradle' line: 1

* What went wrong:
A problem occurred evaluating project ':repository'.
> Could not resolve all dependencies for configuration 'classpath'.
   > Could not resolve com.h2database:h2:1.3.170.
     Required by:
         unspecified:unspecified:unspecified
      > Could not GET 'http://repo1.maven.org/maven2/com/h2database/h2/1.3.170/h2-1.3.170.pom'. Received status code 501 from server: HTTPS Require",1.0
"* Where:
Build file '/home/tako/mingu/gradle-project/star50-201-300/CopyGradleInAction/chapter10-gradle与IDE/listing_10_01-03-todo-eclipse-customized/repository/build.gradle' line: 1

* What went wrong:
A problem occurred evaluating project ':repository'.
> Could not resolve all dependencies for configuration 'classpath'.
   > Could not resolve com.h2database:h2:1.3.170.
     Required by:
         unspecified:unspecified:unspecified
      > Could not GET 'http://repo1.maven.org/maven2/com/h2database/h2/1.3.170/h2-1.3.170.pom'. Received status code 501 from server: HTTPS Required",1.0
"* Where:
Build file '/home/tako/mingu/gradle-project/star50-201-300/CopyGradleInAction/chapter10-gradle与IDE/listing_10_04-todo-eclipse-xml-hook/repository/build.gradle' line: 1

* What went wrong:
A problem occurred evaluating project ':repository'.
> Could not resolve all dependencies for configuration 'classpath'.
   > Could not resolve com.h2database:h2:1.3.170.
     Required by:
         unspecified:unspecified:unspecified
      > Could not GET 'http://repo1.maven.org/maven2/com/h2database/h2/1.3.170/h2-1.3.170.pom'. Received status code 501 from server: HTTPS Required",1.0
"* Where:
Build file '/home/tako/mingu/gradle-project/star50-201-300/CopyGradleInAction/chapter10-gradle与IDE/listing_10_05-todo-eclipse-merge-hook/repository/build.gradle' line: 1

* What went wrong:
A problem occurred evaluating project ':repository'.
> Could not resolve all dependencies for configuration 'classpath'.
   > Could not resolve com.h2database:h2:1.3.170.
     Required by:
         unspecified:unspecified:unspecified
      > Could not GET 'http://repo1.maven.org/maven2/com/h2database/h2/1.3.170/h2-1.3.170.pom'. Received status code 501 from server: HTTPS Required",1.0
"* What went wrong:
A problem occurred configuring root project 'listing_10_12-todo-sublime'.
> Could not resolve all dependencies for configuration ':classpath'.
   > Could not find us.phildop:gradle-sublimetext-plugin:0.5.
     Required by:
         :listing_10_12-todo-sublime:unspecified",1.0
"* What went wrong:
A problem occurred configuring root project 'listing_10_13-todo-sublime-customized'.
> Could not resolve all dependencies for configuration ':classpath'.
   > Could not find us.phildop:gradle-sublimetext-plugin:0.5.
     Required by:
         :listing_10_13-todo-sublime-customized:unspecified",1.0
"* Where:
Build file '/home/tako/mingu/gradle-project/star50-201-300/CopyGradleInAction/chapter10-gradle与IDE/todo-eclipse/repository/build.gradle' line: 1

* What went wrong:
A problem occurred evaluating project ':repository'.
> Could not resolve all dependencies for configuration 'classpath'.
   > Could not resolve com.h2database:h2:1.3.170.
     Required by:
         unspecified:unspecified:unspecified
      > Could not GET 'http://repo1.maven.org/maven2/com/h2database/h2/1.3.170/h2-1.3.170.pom'. Received status code 501 from server: HTTPS Required",1.0
"* What went wrong:
Execution failed for task ':compileJava'.
> Could not target platform: 'Java SE 10' using tool chain: 'JDK 8 (1.8)'.",11.0
"* What went wrong:
A problem occurred evaluating root project 'javassist-gradle-plugin'.
> Could not find method ldscript() for arguments [build_7sxzak5s5hft79zza7yi5c21w$_run_closure1@1f0f92f5] on root project 'javassist-gradle-plugin'.",0.0
"* What went wrong:
Could not resolve all dependencies for configuration ':testCompile'.
> Could not resolve junit:junit:4.11.
  Required by:
      :sampleGradleProject:unspecified
   > Could not GET 'http://repo1.maven.org/maven2/junit/junit/4.11/junit-4.11.pom'. Received status code 501 from server: HTTPS Required",1.0
"* What went wrong:
Execution failed for task ':compileJava'.
> Could not target platform: 'Java SE 11' using tool chain: 'JDK 8 (1.8)'.",11.0
"* What went wrong:
Could not resolve all dependencies for configuration ':week1:testCompile'.
> Could not find group:junit, module:junit, version:4.12.
  Required by:
      algs4partI:week1:unspecified",0.0
"* What went wrong:
Execution failed for task ':test'.
> failed to read class file /home/tako/mingu/gradle-project/star50-201-300/blog-example/build/classes/test/com/discursive/blog/repository/PostTest.class",0.0
"* What went wrong:
A problem occurred evaluating project ':andresm'.
> /home/tako/mingu/gradle-project/star50-300-400/AndResM/local.properties (No such file or directory)",4.0
Error: Could not find or load main class org.gradle.wrapper.GradleWrapperMain,7.0
"* What went wrong:
Execution failed for task ':test'.
> java.io.IOException: Unable to delete directory '/home/tako/mingu/gradle-project/star50-300-400/bootcamp-fizzbuzz-tdd/build/test-results/test/binary'
    Failed to delete some children. This might happen because a process has files open or has its working directory set in the target directory.
    - /home/tako/mingu/gradle-project/star50-300-400/bootcamp-fizzbuzz-tdd/build/test-results/test/binary/output.bin
    - /home/tako/mingu/gradle-project/star50-300-400/bootcamp-fizzbuzz-tdd/build/test-results/test/binary/output.bin.idx
    - /home/tako/mingu/gradle-project/star50-300-400/bootcamp-fizzbuzz-tdd/build/test-results/test/binary/results.bin",10.0
"* What went wrong:
Could not copy MANIFEST.MF to '/home/tako/mingu/gradle-project/star50-300-400/calculator-test-gradle/build/tmp/jar/MANIFEST.MF'.
> /home/tako/mingu/gradle-project/star50-300-400/calculator-test-gradle/build/tmp/jar/MANIFEST.MF (Permission denied)",10.0
"Could not create service of type ScriptPluginFactory using BuildScopeServices.createScriptPluginFactory().
> Could not create service of type FileHasher using BuildSessionScopeServices.createFileSnapshotter().",10.0
"* What went wrong:
A problem occurred evaluating settings '_common'.
> The project name '<%= projectDirectory %>' must not contain any of the following characters: [/, \, :, <, >, "", ?, *, |]. Set the 'rootProject.name' or adjust the 'include' statement (see https://docs.gradle.org/5.4.1/dsl/org.gradle.api.initialization.Settings.html#org.gradle.api.initialization.Settings:include(java.lang.String[]) for more details).",2.0
"* What went wrong:
Execution failed for task ':compileJava'.
> Compilation failed; see the compiler error output for details.",0.0
"* What went wrong:
A problem occurred evaluating root project 'sad'.
> Cannot add task ':test' as a task with that name already exists.",12.0
